[server 0 | term=0 | commit index=0] start, majority is: 2
[server 0 | term=8 | commit index=28] next index=29 for server 2
[server 2 | term=8 | commit index=19] update commit from 19 to 28
[server 0 | term=8 | commit index=28] network failure, vote reuqest is out of date
[server 0 | term=8 | commit index=28] network failure happened to server 2, index=16, after 1984 miliseconds
[server 0 | term=8 | commit index=28] command received, term=8, index=29
[server 0 | term=8 | commit index=28] send log append to server 2, index=29
[server 0 | term=8 | commit index=28] send log append to server 1, index=29
[server 1 | term=8 | commit index=28] received log append, current length=28, previous index=28, rpc term=8
[server 0 | term=8 | commit index=28] next index=30 for server 1
[server 2 | term=8 | commit index=28] received log append, current length=28, previous index=28, rpc term=8
[server 0 | term=8 | commit index=28] next index=30 for server 2
[server 0 | term=8 | commit index=28] leader commitIndex increases: 29
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=8 | commit index=29] going to snapshot to index=29, current offset=19
[server 0 | term=8 | commit index=29] finished to encode snapshot
[server 0 | term=8 | commit index=29] snapshot to index=29, after offset=29
[server 1 | term=8 | commit index=28] update commit from 28 to 29
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=8 | commit index=29] going to snapshot to index=29, current offset=19
[server 1 | term=8 | commit index=29] finished to encode snapshot
[server 1 | term=8 | commit index=29] snapshot to index=29, after offset=29
[server 2 | term=8 | commit index=28] update commit from 28 to 29
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=8 | commit index=29] going to snapshot to index=29, current offset=19
[server 2 | term=8 | commit index=29] finished to encode snapshot
[server 2 | term=8 | commit index=29] snapshot to index=29, after offset=29
[server 0 | term=8 | commit index=29] command received, term=8, index=30
[server 0 | term=8 | commit index=29] send log append to server 1, index=30
[server 0 | term=8 | commit index=29] send log append to server 2, index=30
[server 2 | term=8 | commit index=29] received log append, current length=29, previous index=29, rpc term=8
[server 0 | term=8 | commit index=29] next index=31 for server 2
[server 0 | term=8 | commit index=29] leader commitIndex increases: 30
[server 0 | term=8 | commit index=30] send log append to server 1, index=30
[server 2 | term=8 | commit index=29] update commit from 29 to 30
[server 0 | term=8 | commit index=30] command received, term=8, index=31
[server 0 | term=8 | commit index=30] command received, term=8, index=32
[server 0 | term=8 | commit index=30] command received, term=8, index=33
[server 0 | term=8 | commit index=30] command received, term=8, index=34
[server 0 | term=8 | commit index=30] command received, term=8, index=35
[server 0 | term=8 | commit index=30] command received, term=8, index=36
[server 0 | term=8 | commit index=30] command received, term=8, index=37
[server 0 | term=8 | commit index=30] command received, term=8, index=38
[server 0 | term=8 | commit index=30] command received, term=8, index=39
[server 0 | term=8 | commit index=30] command received, term=8, index=40
[server 0 | term=8 | commit index=30] command received, term=8, index=41
[server 0 | term=8 | commit index=30] command received, term=8, index=42
[server 0 | term=8 | commit index=30] send log append to server 1, index=30
[server 0 | term=8 | commit index=30] send log append to server 2, index=31
[server 2 | term=8 | commit index=30] received log append, current length=30, previous index=30, rpc term=8
[server 0 | term=8 | commit index=30] next index=43 for server 2
[server 0 | term=8 | commit index=30] leader commitIndex increases: 31
[server 0 | term=8 | commit index=31] leader commitIndex increases: 32
[server 0 | term=8 | commit index=32] leader commitIndex increases: 33
[server 0 | term=8 | commit index=33] leader commitIndex increases: 34
[server 0 | term=8 | commit index=34] leader commitIndex increases: 35
[server 0 | term=8 | commit index=35] leader commitIndex increases: 36
[server 0 | term=8 | commit index=36] leader commitIndex increases: 37
[server 0 | term=8 | commit index=37] leader commitIndex increases: 38
[server 0 | term=8 | commit index=38] leader commitIndex increases: 39
[server 0 | term=8 | commit index=39] leader commitIndex increases: 40
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=8 | commit index=40] leader commitIndex increases: 41
[server 0 | term=8 | commit index=41] leader commitIndex increases: 42
[server 0 | term=8 | commit index=42] going to snapshot to index=39, current offset=29
[server 0 | term=8 | commit index=42] finished to encode snapshot
[server 0 | term=8 | commit index=42] snapshot to index=39, after offset=39
[server 2 | term=8 | commit index=30] update commit from 30 to 42
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=8 | commit index=42] going to snapshot to index=39, current offset=29
[server 2 | term=8 | commit index=42] finished to encode snapshot
[server 2 | term=8 | commit index=42] snapshot to index=39, after offset=39
[server 0 | term=8 | commit index=42] command received, term=8, index=43
[server 0 | term=8 | commit index=42] send log append to server 2, index=43
[server 2 | term=8 | commit index=42] received log append, current length=42, previous index=42, rpc term=8
[server 0 | term=8 | commit index=42] next index=44 for server 2
[server 1 | term=8 | commit index=29] receive install snapshot request from leader
[server 1 | term=8 | commit index=29] receive snapshot
[server 0 | term=8 | commit index=42] leader commitIndex increases: 43
[server 0 | term=8 | commit index=43] send log append to server 1, index=40
[server 2 | term=8 | commit index=42] update commit from 42 to 43
[server 1 | term=8 | commit index=39] received log append, current length=39, previous index=39, rpc term=8
[server 0 | term=8 | commit index=43] next index=44 for server 1
[server 1 | term=8 | commit index=39] update commit from 39 to 43
[server 0 | term=8 | commit index=43] command received, term=8, index=44
[server 0 | term=8 | commit index=43] send log append to server 2, index=44
[server 0 | term=8 | commit index=43] send log append to server 1, index=44
[server 0 | term=8 | commit index=43] network failure happened to server 2, index=44, after 8 miliseconds
[server 0 | term=8 | commit index=43] send log append to server 2, index=44
[server 0 | term=8 | commit index=43] send log append to server 1, index=44
[server 2 | term=8 | commit index=43] received log append, current length=43, previous index=43, rpc term=8
[server 0 | term=8 | commit index=43] next index=45 for server 2
[server 0 | term=8 | commit index=43] leader commitIndex increases: 44
[server 0 | term=8 | commit index=44] send log append to server 1, index=44
[server 2 | term=8 | commit index=43] update commit from 43 to 44
[server 0 | term=8 | commit index=44] command received, term=8, index=45
[server 0 | term=8 | commit index=44] command received, term=8, index=46
[server 0 | term=8 | commit index=44] command received, term=8, index=47
[server 0 | term=8 | commit index=44] command received, term=8, index=48
[server 0 | term=8 | commit index=44] command received, term=8, index=49
[server 0 | term=8 | commit index=44] command received, term=8, index=50
[server 0 | term=8 | commit index=44] command received, term=8, index=51
[server 0 | term=8 | commit index=44] command received, term=8, index=52
[server 0 | term=8 | commit index=44] command received, term=8, index=53
[server 0 | term=8 | commit index=44] command received, term=8, index=54
[server 0 | term=8 | commit index=44] command received, term=8, index=55
[server 0 | term=8 | commit index=44] command received, term=8, index=56
[server 0 | term=8 | commit index=44] send log append to server 2, index=45
[server 0 | term=8 | commit index=44] send log append to server 1, index=44
[server 2 | term=8 | commit index=44] received log append, current length=44, previous index=44, rpc term=8
[server 0 | term=8 | commit index=44] next index=57 for server 2
[server 0 | term=8 | commit index=44] leader commitIndex increases: 45
[server 0 | term=8 | commit index=45] leader commitIndex increases: 46
[server 0 | term=8 | commit index=46] leader commitIndex increases: 47
[server 0 | term=8 | commit index=47] leader commitIndex increases: 48
[server 0 | term=8 | commit index=48] leader commitIndex increases: 49
[server 0 | term=8 | commit index=49] leader commitIndex increases: 50
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=8 | commit index=50] leader commitIndex increases: 51
[server 0 | term=8 | commit index=51] leader commitIndex increases: 52
[server 0 | term=8 | commit index=52] leader commitIndex increases: 53
[server 0 | term=8 | commit index=53] leader commitIndex increases: 54
[server 0 | term=8 | commit index=54] leader commitIndex increases: 55
[server 0 | term=8 | commit index=55] leader commitIndex increases: 56
[server 0 | term=8 | commit index=56] going to snapshot to index=49, current offset=39
[server 0 | term=8 | commit index=56] finished to encode snapshot
[server 0 | term=8 | commit index=56] snapshot to index=49, after offset=49
[server 2 | term=8 | commit index=44] update commit from 44 to 56
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=8 | commit index=56] going to snapshot to index=49, current offset=39
[server 2 | term=8 | commit index=56] finished to encode snapshot
[server 2 | term=8 | commit index=56] snapshot to index=49, after offset=49
[server 0 | term=8 | commit index=56] command received, term=8, index=57
[server 0 | term=8 | commit index=56] send log append to server 2, index=57
[server 1 | term=8 | commit index=43] receive install snapshot request from leader
[server 1 | term=8 | commit index=43] receive snapshot
[server 2 | term=8 | commit index=56] received log append, current length=56, previous index=56, rpc term=8
[server 0 | term=8 | commit index=56] next index=58 for server 2
[server 0 | term=8 | commit index=56] leader commitIndex increases: 57
[server 0 | term=8 | commit index=57] network failure happened to server 1, index=44, after 590 miliseconds
[server 0 | term=8 | commit index=57] send log append to server 1, index=50
[server 2 | term=8 | commit index=56] update commit from 56 to 57
[server 1 | term=8 | commit index=49] received log append, current length=49, previous index=49, rpc term=8
[server 0 | term=8 | commit index=57] next index=58 for server 1
[server 1 | term=8 | commit index=49] update commit from 49 to 57
[server 1 | term=8 | commit index=57] election timeout
[server 1 | term=9 | commit index=57] send vote request to server 2
[server 1 | term=9 | commit index=57] send vote request to server 0
[server 1 | term=9 | commit index=57] network failure, vote reuqest is out of date
[server 2 | term=8 | commit index=57] election timeout
[server 2 | term=9 | commit index=57] send vote request to server 0
[server 2 | term=9 | commit index=57] send vote request to server 1
[server 1 | term=9 | commit index=57] received vote request
[server 1 | term=9 | commit index=57] candidate 2 with term=8, index=57 is more up-to-date than term=8, index=57
[server 1 | term=9 | commit index=57] has already voted for server 1 in term 9
[server 0 | term=8 | commit index=57] network failure happened to server 2, index=16, after 6198 miliseconds
[server 0 | term=8 | commit index=57] network failure happened to server 1, index=30, after 3195 miliseconds
[server 1 | term=9 | commit index=57] election timeout
[server 1 | term=10 | commit index=57] send vote request to server 2
[server 1 | term=10 | commit index=57] send vote request to server 0
[server 2 | term=9 | commit index=57] received vote request
[server 2 | term=9 | commit index=57] candidate 1 with term=8, index=57 is more up-to-date than term=8, index=57
[server 2 | term=10 | commit index=57] vote for server 1 in term 10
[server 1 | term=10 | commit index=57] candidate has been elected as leader
[server 1 | term=10 | commit index=57] command received, term=10, index=58
[server 1 | term=10 | commit index=57] send log append to server 2, index=58
[server 1 | term=10 | commit index=57] send log append to server 0, index=58
[server 0 | term=8 | commit index=57] network failure happened to server 1, index=30, after 3902 miliseconds
[server 2 | term=10 | commit index=57] received log append, current length=57, previous index=57, rpc term=10
[server 1 | term=10 | commit index=57] next index=59 for server 2
[server 1 | term=10 | commit index=57] leader commitIndex increases: 58
[server 1 | term=10 | commit index=58] send log append to server 0, index=58
[server 1 | term=10 | commit index=58] send log append to server 0, index=58
[server 2 | term=10 | commit index=57] update commit from 57 to 58
[server 1 | term=10 | commit index=58] command received, term=10, index=59
[server 1 | term=10 | commit index=58] command received, term=10, index=60
[server 1 | term=10 | commit index=58] command received, term=10, index=61
[server 1 | term=10 | commit index=58] command received, term=10, index=62
[server 1 | term=10 | commit index=58] command received, term=10, index=63
[server 1 | term=10 | commit index=58] command received, term=10, index=64
[server 1 | term=10 | commit index=58] command received, term=10, index=65
[server 1 | term=10 | commit index=58] command received, term=10, index=66
[server 1 | term=10 | commit index=58] command received, term=10, index=67
[server 1 | term=10 | commit index=58] command received, term=10, index=68
[server 1 | term=10 | commit index=58] command received, term=10, index=69
[server 1 | term=10 | commit index=58] command received, term=10, index=70
[server 1 | term=10 | commit index=58] send log append to server 0, index=58
[server 1 | term=10 | commit index=58] send log append to server 2, index=59
[server 2 | term=10 | commit index=58] received log append, current length=58, previous index=58, rpc term=10
[server 1 | term=10 | commit index=58] network failure happened to server 2, index=59, after 4 miliseconds
[server 1 | term=10 | commit index=58] send log append to server 2, index=59
[server 1 | term=10 | commit index=58] send log append to server 0, index=58
[server 2 | term=10 | commit index=58] received log append, current length=70, previous index=58, rpc term=10
[server 1 | term=10 | commit index=58] next index=71 for server 2
[server 1 | term=10 | commit index=58] network failure, vote reuqest is out of date
[server 1 | term=10 | commit index=58] leader commitIndex increases: 59
[server 1 | term=10 | commit index=59] leader commitIndex increases: 60
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=10 | commit index=60] leader commitIndex increases: 61
[server 1 | term=10 | commit index=61] leader commitIndex increases: 62
[server 1 | term=10 | commit index=62] leader commitIndex increases: 63
[server 1 | term=10 | commit index=63] leader commitIndex increases: 64
[server 1 | term=10 | commit index=64] leader commitIndex increases: 65
[server 1 | term=10 | commit index=65] leader commitIndex increases: 66
[server 1 | term=10 | commit index=66] leader commitIndex increases: 67
[server 1 | term=10 | commit index=67] leader commitIndex increases: 68
[server 1 | term=10 | commit index=68] leader commitIndex increases: 69
[server 1 | term=10 | commit index=69] leader commitIndex increases: 70
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=10 | commit index=70] going to snapshot to index=59, current offset=49
[server 1 | term=10 | commit index=70] finished to encode snapshot
[server 1 | term=10 | commit index=70] snapshot to index=59, after offset=59
[server 1 | term=10 | commit index=70] going to snapshot to index=69, current offset=59
[server 1 | term=10 | commit index=70] finished to encode snapshot
[server 1 | term=10 | commit index=70] snapshot to index=69, after offset=69
[server 0 | term=8 | commit index=57] network failure happened to server 1, index=44, after 3059 miliseconds
[server 2 | term=10 | commit index=58] update commit from 58 to 70
ready to snapshot server 2
finished to snapshot server 2
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=10 | commit index=70] going to snapshot to index=59, current offset=49
[server 2 | term=10 | commit index=70] finished to encode snapshot
[server 2 | term=10 | commit index=70] snapshot to index=59, after offset=59
[server 2 | term=10 | commit index=70] going to snapshot to index=69, current offset=59
[server 2 | term=10 | commit index=70] finished to encode snapshot
[server 2 | term=10 | commit index=70] snapshot to index=69, after offset=69
[server 1 | term=10 | commit index=70] command received, term=10, index=71
[server 1 | term=10 | commit index=70] stale leader: 0
[server 2 | term=10 | commit index=70] stale leader: 0
[server 1 | term=10 | commit index=70] send log append to server 2, index=71
[server 2 | term=10 | commit index=70] received log append, current length=70, previous index=70, rpc term=10
[server 1 | term=10 | commit index=70] next index=72 for server 2
[server 0 | term=10 | commit index=57] receive install snapshot request from leader
[server 0 | term=10 | commit index=57] receive snapshot
[server 0 | term=10 | commit index=69] network failure happened to server 1, index=44, after 3094 miliseconds
[server 1 | term=10 | commit index=70] leader commitIndex increases: 71
[server 0 | term=10 | commit index=69] election timeout
[server 0 | term=11 | commit index=69] send vote request to server 1
[server 0 | term=11 | commit index=69] send vote request to server 2
[server 1 | term=10 | commit index=71] received vote request
[server 1 | term=10 | commit index=71] refused to vote for server 0 in term 11, self term: 10, self index: 71
[server 2 | term=10 | commit index=70] received vote request
[server 2 | term=10 | commit index=70] refused to vote for server 0 in term 11, self term: 10, self index: 71
[server 0 | term=11 | commit index=69] network failure, vote reuqest is out of date
[server 1 | term=11 | commit index=71] network failure happened to server 0, index=58, after 307 miliseconds
[server 1 | term=11 | commit index=71] network failure, vote reuqest is out of date
[server 1 | term=11 | commit index=71] election timeout
[server 1 | term=12 | commit index=71] send vote request to server 2
[server 1 | term=12 | commit index=71] send vote request to server 0
[server 2 | term=11 | commit index=70] received vote request
[server 2 | term=11 | commit index=70] candidate 1 with term=10, index=71 is more up-to-date than term=10, index=71
[server 2 | term=12 | commit index=70] vote for server 1 in term 12
[server 1 | term=12 | commit index=71] candidate has been elected as leader
[server 2 | term=12 | commit index=70] update commit from 70 to 71
[server 0 | term=11 | commit index=69] received vote request
[server 0 | term=11 | commit index=69] candidate 1 with term=10, index=71 is more up-to-date than term=10, index=69
[server 0 | term=12 | commit index=69] vote for server 1 in term 12
[server 0 | term=12 | commit index=69] there are some gaps between log and new ones
[server 1 | term=12 | commit index=71] quick reverse to index=70 for server 0
[server 1 | term=12 | commit index=71] send log append to server 0, index=70
[server 0 | term=12 | commit index=69] received log append, current length=69, previous index=69, rpc term=12
[server 1 | term=12 | commit index=71] next index=72 for server 0
[server 0 | term=12 | commit index=69] update commit from 69 to 71
[server 1 | term=12 | commit index=71] network failure happened to server 0, index=58, after 1424 miliseconds
[server 1 | term=12 | commit index=71] command received, term=12, index=72
[server 1 | term=12 | commit index=71] send log append to server 0, index=72
[server 1 | term=12 | commit index=71] send log append to server 2, index=72
[server 0 | term=12 | commit index=71] received log append, current length=71, previous index=71, rpc term=12
[server 1 | term=12 | commit index=71] next index=73 for server 0
[server 1 | term=12 | commit index=71] leader commitIndex increases: 72
[server 1 | term=12 | commit index=72] send log append to server 2, index=72
[server 1 | term=12 | commit index=72] send log append to server 2, index=72
[server 0 | term=12 | commit index=71] update commit from 71 to 72
[server 1 | term=12 | commit index=72] command received, term=12, index=73
[server 1 | term=12 | commit index=72] command received, term=12, index=74
[server 1 | term=12 | commit index=72] command received, term=12, index=75
[server 1 | term=12 | commit index=72] command received, term=12, index=76
[server 1 | term=12 | commit index=72] command received, term=12, index=77
[server 1 | term=12 | commit index=72] command received, term=12, index=78
[server 1 | term=12 | commit index=72] command received, term=12, index=79
[server 1 | term=12 | commit index=72] command received, term=12, index=80
[server 1 | term=12 | commit index=72] command received, term=12, index=81
[server 1 | term=12 | commit index=72] command received, term=12, index=82
[server 1 | term=12 | commit index=72] command received, term=12, index=83
[server 1 | term=12 | commit index=72] command received, term=12, index=84
[server 1 | term=12 | commit index=72] send log append to server 0, index=73
[server 1 | term=12 | commit index=72] send log append to server 2, index=72
[server 0 | term=12 | commit index=72] received log append, current length=72, previous index=72, rpc term=12
[server 1 | term=12 | commit index=72] next index=85 for server 0
[server 1 | term=12 | commit index=72] leader commitIndex increases: 73
[server 1 | term=12 | commit index=73] leader commitIndex increases: 74
[server 1 | term=12 | commit index=74] leader commitIndex increases: 75
[server 1 | term=12 | commit index=75] leader commitIndex increases: 76
[server 1 | term=12 | commit index=76] leader commitIndex increases: 77
[server 1 | term=12 | commit index=77] leader commitIndex increases: 78
[server 1 | term=12 | commit index=78] leader commitIndex increases: 79
[server 1 | term=12 | commit index=79] leader commitIndex increases: 80
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=12 | commit index=80] leader commitIndex increases: 81
[server 1 | term=12 | commit index=81] leader commitIndex increases: 82
[server 1 | term=12 | commit index=82] leader commitIndex increases: 83
[server 1 | term=12 | commit index=83] leader commitIndex increases: 84
[server 1 | term=12 | commit index=84] going to snapshot to index=79, current offset=69
[server 1 | term=12 | commit index=84] finished to encode snapshot
[server 1 | term=12 | commit index=84] snapshot to index=79, after offset=79
[server 0 | term=12 | commit index=72] update commit from 72 to 84
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=12 | commit index=84] going to snapshot to index=79, current offset=69
[server 0 | term=12 | commit index=84] finished to encode snapshot
[server 0 | term=12 | commit index=84] snapshot to index=79, after offset=79
[server 1 | term=12 | commit index=84] command received, term=12, index=85
[server 1 | term=12 | commit index=84] send log append to server 0, index=85
[server 0 | term=12 | commit index=84] received log append, current length=84, previous index=84, rpc term=12
[server 1 | term=12 | commit index=84] next index=86 for server 0
[server 1 | term=12 | commit index=84] leader commitIndex increases: 85
[server 2 | term=12 | commit index=71] receive install snapshot request from leader
[server 2 | term=12 | commit index=71] receive snapshot
[server 2 | term=12 | commit index=79] election timeout
[server 2 | term=13 | commit index=79] send vote request to server 0
[server 2 | term=13 | commit index=79] send vote request to server 1
[server 0 | term=12 | commit index=84] received vote request
[server 0 | term=12 | commit index=84] refused to vote for server 2 in term 13, self term: 12, self index: 85
[server 1 | term=12 | commit index=85] received vote request
[server 1 | term=12 | commit index=85] refused to vote for server 2 in term 13, self term: 12, self index: 85
[server 2 | term=13 | commit index=79] network failure, vote reuqest is out of date
[server 1 | term=13 | commit index=85] election timeout
[server 1 | term=14 | commit index=85] send vote request to server 2
[server 1 | term=14 | commit index=85] send vote request to server 0
[server 2 | term=13 | commit index=79] received vote request
[server 2 | term=13 | commit index=79] candidate 1 with term=12, index=85 is more up-to-date than term=12, index=79
[server 2 | term=14 | commit index=79] vote for server 1 in term 14
[server 1 | term=14 | commit index=85] candidate has been elected as leader
[server 0 | term=13 | commit index=84] received vote request
[server 0 | term=13 | commit index=84] candidate 1 with term=12, index=85 is more up-to-date than term=12, index=85
[server 0 | term=14 | commit index=84] vote for server 1 in term 14
[server 1 | term=14 | commit index=85] network failure, vote reuqest is out of date
[server 2 | term=14 | commit index=79] there are some gaps between log and new ones
[server 0 | term=14 | commit index=84] update commit from 84 to 85
[server 2 | term=14 | commit index=79] there are some gaps between log and new ones
[server 1 | term=14 | commit index=85] quick reverse to index=80 for server 2
[server 0 | term=14 | commit index=85] network failure happened to server 1, index=30, after 6406 miliseconds
[server 1 | term=14 | commit index=85] send log append to server 2, index=80
[server 2 | term=14 | commit index=79] received log append, current length=79, previous index=79, rpc term=14
[server 1 | term=14 | commit index=85] network failure happened to server 2, index=80, after 15 miliseconds
[server 2 | term=14 | commit index=79] network failure, vote reuqest is out of date
[server 1 | term=14 | commit index=85] send log append to server 2, index=80
[server 2 | term=14 | commit index=79] received log append, current length=85, previous index=79, rpc term=14
[server 2 | term=14 | commit index=79] update commit from 79 to 85
[server 1 | term=14 | commit index=85] next index=86 for server 2
[server 0 | term=14 | commit index=85] network failure happened to server 1, index=44, after 5296 miliseconds
[server 1 | term=14 | commit index=85] command received, term=14, index=86
[server 1 | term=14 | commit index=85] send log append to server 0, index=86
[server 1 | term=14 | commit index=85] send log append to server 2, index=86
[server 0 | term=14 | commit index=85] received log append, current length=85, previous index=85, rpc term=14
[server 1 | term=14 | commit index=85] next index=87 for server 0
[server 1 | term=14 | commit index=85] leader commitIndex increases: 86
[server 1 | term=14 | commit index=86] send log append to server 2, index=86
[server 0 | term=14 | commit index=85] update commit from 85 to 86
[server 1 | term=14 | commit index=86] command received, term=14, index=87
[server 1 | term=14 | commit index=86] command received, term=14, index=88
[server 1 | term=14 | commit index=86] command received, term=14, index=89
[server 1 | term=14 | commit index=86] command received, term=14, index=90
[server 1 | term=14 | commit index=86] command received, term=14, index=91
[server 1 | term=14 | commit index=86] command received, term=14, index=92
[server 1 | term=14 | commit index=86] command received, term=14, index=93
[server 1 | term=14 | commit index=86] command received, term=14, index=94
[server 1 | term=14 | commit index=86] command received, term=14, index=95
[server 1 | term=14 | commit index=86] command received, term=14, index=96
[server 1 | term=14 | commit index=86] command received, term=14, index=97
[server 1 | term=14 | commit index=86] command received, term=14, index=98
[server 1 | term=14 | commit index=86] send log append to server 2, index=86
[server 1 | term=14 | commit index=86] send log append to server 0, index=87
[server 0 | term=14 | commit index=86] received log append, current length=86, previous index=86, rpc term=14
[server 1 | term=14 | commit index=86] next index=99 for server 0
[server 1 | term=14 | commit index=86] leader commitIndex increases: 87
[server 1 | term=14 | commit index=87] leader commitIndex increases: 88
[server 1 | term=14 | commit index=88] leader commitIndex increases: 89
[server 1 | term=14 | commit index=89] leader commitIndex increases: 90
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=14 | commit index=90] leader commitIndex increases: 91
[server 1 | term=14 | commit index=91] leader commitIndex increases: 92
[server 1 | term=14 | commit index=92] leader commitIndex increases: 93
[server 1 | term=14 | commit index=93] leader commitIndex increases: 94
[server 1 | term=14 | commit index=94] leader commitIndex increases: 95
[server 1 | term=14 | commit index=95] leader commitIndex increases: 96
[server 1 | term=14 | commit index=96] leader commitIndex increases: 97
[server 1 | term=14 | commit index=97] leader commitIndex increases: 98
[server 1 | term=14 | commit index=98] going to snapshot to index=89, current offset=79
[server 1 | term=14 | commit index=98] finished to encode snapshot
[server 1 | term=14 | commit index=98] snapshot to index=89, after offset=89
[server 0 | term=14 | commit index=86] update commit from 86 to 98
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=14 | commit index=98] going to snapshot to index=89, current offset=79
[server 0 | term=14 | commit index=98] finished to encode snapshot
[server 0 | term=14 | commit index=98] snapshot to index=89, after offset=89
[server 1 | term=14 | commit index=98] command received, term=14, index=99
[server 1 | term=14 | commit index=98] send log append to server 0, index=99
[server 0 | term=14 | commit index=98] received log append, current length=98, previous index=98, rpc term=14
[server 1 | term=14 | commit index=98] next index=100 for server 0
[server 2 | term=14 | commit index=85] receive install snapshot request from leader
[server 2 | term=14 | commit index=85] receive snapshot
[server 1 | term=14 | commit index=98] leader commitIndex increases: 99
ready to snapshot server 1
finished to snapshot server 1
[server 1 | term=14 | commit index=99] going to snapshot to index=99, current offset=89
[server 1 | term=14 | commit index=99] finished to encode snapshot
[server 1 | term=14 | commit index=99] snapshot to index=99, after offset=99
[server 2 | term=14 | commit index=89] election timeout
[server 2 | term=15 | commit index=89] send vote request to server 0
[server 2 | term=15 | commit index=89] send vote request to server 1
[server 0 | term=14 | commit index=98] received vote request
[server 0 | term=14 | commit index=98] refused to vote for server 2 in term 15, self term: 14, self index: 99
[server 1 | term=14 | commit index=99] received vote request
[server 1 | term=14 | commit index=99] refused to vote for server 2 in term 15, self term: 14, self index: 99
[server 1 | term=15 | commit index=99] network failure happened to server 0, index=58, after 3880 miliseconds
[server 1 | term=15 | commit index=99] election timeout
[server 1 | term=16 | commit index=99] send vote request to server 0
[server 1 | term=16 | commit index=99] send vote request to server 2
[server 2 | term=15 | commit index=89] received vote request
[server 2 | term=15 | commit index=89] candidate 1 with term=14, index=99 is more up-to-date than term=14, index=89
[server 2 | term=16 | commit index=89] vote for server 1 in term 16
[server 1 | term=16 | commit index=99] candidate has been elected as leader
[server 1 | term=16 | commit index=99] network failure, vote reuqest is out of date
[server 2 | term=16 | commit index=89] there are some gaps between log and new ones
[server 1 | term=16 | commit index=99] quick reverse to index=90 for server 2
[server 0 | term=16 | commit index=98] update commit from 98 to 99
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=16 | commit index=99] going to snapshot to index=99, current offset=89
[server 0 | term=16 | commit index=99] finished to encode snapshot
[server 0 | term=16 | commit index=99] snapshot to index=99, after offset=99
[server 2 | term=16 | commit index=89] receive install snapshot request from leader
[server 2 | term=16 | commit index=89] receive snapshot
[server 1 | term=16 | commit index=99] network failure happened to server 0, index=58, after 4581 miliseconds
[server 1 | term=16 | commit index=99] network failure happened to server 2, index=72, after 3226 miliseconds
[server 2 | term=16 | commit index=99] election timeout
[server 2 | term=17 | commit index=99] send vote request to server 0
[server 2 | term=17 | commit index=99] send vote request to server 1
[server 0 | term=16 | commit index=99] received vote request
[server 0 | term=16 | commit index=99] candidate 2 with term=14, index=99 is more up-to-date than term=14, index=99
[server 0 | term=17 | commit index=99] vote for server 2 in term 17
[server 2 | term=17 | commit index=99] candidate has been elected as leader
[server 2 | term=17 | commit index=99] command received, term=17, index=100
[server 2 | term=17 | commit index=99] send log append to server 0, index=100
[server 2 | term=17 | commit index=99] send log append to server 1, index=100
[server 0 | term=17 | commit index=99] received log append, current length=99, previous index=99, rpc term=17
[server 2 | term=17 | commit index=99] next index=101 for server 0
[server 2 | term=17 | commit index=99] leader commitIndex increases: 100
[server 2 | term=17 | commit index=100] network failure, vote reuqest is out of date
[server 2 | term=17 | commit index=100] send log append to server 1, index=100
[server 0 | term=17 | commit index=99] update commit from 99 to 100
[server 2 | term=17 | commit index=100] command received, term=17, index=101
[server 2 | term=17 | commit index=100] command received, term=17, index=102
[server 2 | term=17 | commit index=100] command received, term=17, index=103
[server 2 | term=17 | commit index=100] command received, term=17, index=104
[server 2 | term=17 | commit index=100] command received, term=17, index=105
[server 2 | term=17 | commit index=100] command received, term=17, index=106
[server 2 | term=17 | commit index=100] command received, term=17, index=107
[server 2 | term=17 | commit index=100] command received, term=17, index=108
[server 2 | term=17 | commit index=100] command received, term=17, index=109
[server 2 | term=17 | commit index=100] command received, term=17, index=110
[server 2 | term=17 | commit index=100] command received, term=17, index=111
[server 2 | term=17 | commit index=100] command received, term=17, index=112
[server 2 | term=17 | commit index=100] send log append to server 0, index=101
[server 2 | term=17 | commit index=100] send log append to server 1, index=100
[server 0 | term=17 | commit index=100] received log append, current length=100, previous index=100, rpc term=17
[server 2 | term=17 | commit index=100] next index=113 for server 0
[server 2 | term=17 | commit index=100] leader commitIndex increases: 101
[server 2 | term=17 | commit index=101] leader commitIndex increases: 102
[server 2 | term=17 | commit index=102] leader commitIndex increases: 103
[server 2 | term=17 | commit index=103] leader commitIndex increases: 104
[server 2 | term=17 | commit index=104] leader commitIndex increases: 105
